ingresos_mensuales,edad,deudas_totales,numero_tarjetas,historial_crediticio,tasa_de_interes,mora_actual,moroso
842,41,1296,-1,Malo,25.911326147175128,1,0
1679,11,6826,-3,Bueno,6.3223961736719545,1,1
1081,25,4924,-2,Bueno,8.935960080819807,1,0
1769,36,2439,-1,Malo,22.28433329351327,1,0
1366,23,3779,-4,Malo,21.47919419483426,1,1
662,35,1817,0,Malo,21.392502047250687,0,1
-339,21,229,-1,Malo,21.313015712600336,0,1
2534,43,4627,0,Bueno,11.138402024949894,1,1
1511,24,3056,0,Bueno,5.630274519552348,1,1
1277,19,5491,-1,Bueno,8.02259048871297,0,0
1092,35,212,0,Malo,23.732777376241025,1,0
1844,50,3021,1,Regular,19.46614281194364,0,1
573,28,3487,-3,Bueno,7.216785172547385,0,1
-413,13,4771,-1,Bueno,9.38465979007671,1,1
-67,50,6709,-1,Bueno,13.104323843245732,0,0
1167,34,5568,1,Bueno,12.403819538885877,0,0
2080,48,2698,1,Bueno,11.385338370688599,0,1
688,26,1353,-5,Malo,11.727971242241399,1,0
1054,46,3182,0,Bueno,18.814776000569083,0,1
283,53,1535,-2,Bueno,14.460330787678469,0,0
1612,51,5732,0,Bueno,21.522290398220253,0,0
1284,56,4346,0,Bueno,2.073743281007106,0,0
1758,30,1964,0,Regular,19.868633628401746,0,0
453,21,4485,2,Bueno,16.406544251191104,0,0
2754,30,5760,-1,Bueno,17.844014679173736,1,0
971,9,4207,-2,Malo,30.851405575074267,0,0
427,43,5422,-1,Bueno,14.714226954879575,1,0
512,11,1733,-2,Malo,11.206138082211702,0,1
2185,44,4534,0,Bueno,16.93945423732981,0,0
2142,23,1520,-1,Malo,23.179263913922448,1,0
2115,52,2923,0,Bueno,6.451092559273468,1,1
1435,9,2990,-4,Malo,27.689395187702598,1,1
1547,41,3757,2,Bueno,23.9090725817952,1,1
1830,38,-286,-1,Malo,23.9173745229199,0,1
824,32,4185,-3,Malo,21.767006143292335,0,1
764,50,3665,-3,Bueno,18.12785003041303,1,1
2225,26,1003,1,Regular,22.62946219575935,1,1
334,36,1696,-1,Malo,24.295818907534965,0,1
667,21,3695,-1,Bueno,27.654950499106032,0,1
2686,48,3760,2,Regular,15.878191894259782,0,1
1236,39,4130,-1,Bueno,23.83672696896831,0,0
814,44,4307,-1,Bueno,24.651733235252298,1,1
400,28,5055,-1,Bueno,-0.5276708393739864,0,0
811,21,2776,-2,Malo,28.021740973521418,0,1
802,41,519,-3,Malo,18.665438028089348,1,1
2266,11,5355,-1,Bueno,1.0377011661803048,0,1
795,20,269,-8,Malo,16.506125307667425,0,0
956,39,3182,-4,Malo,33.987038183906336,1,1
335,9,2329,-1,Bueno,12.640697347231347,1,0
48,52,6140,-2,Bueno,16.01558796086941,1,1
822,23,3499,1,Bueno,30.581769742235604,0,0
590,40,7018,-1,Bueno,14.167087922148198,0,0
928,32,4572,0,Bueno,9.602976819465638,1,1
1805,27,2126,1,Bueno,32.83098363936393,1,1
1376,34,3978,0,Bueno,19.660410021822898,0,0
453,24,4416,0,Bueno,14.204905698512523,0,0
1067,30,5700,0,Bueno,9.919675874284838,0,1
1623,18,4926,-2,Bueno,18.600825850126707,1,0
1685,32,6496,1,Bueno,21.380907289643346,0,1
1680,23,1547,3,Regular,17.496499460627657,1,0
1607,35,1019,-1,Malo,23.086175788293797,0,0
2293,37,5039,0,Bueno,14.311657761964893,0,1
350,32,4105,-2,Malo,28.071722133570773,0,0
742,34,1259,0,Malo,19.515778836258058,0,0
1466,37,5172,2,Bueno,12.755174091300942,0,0
548,25,3924,-2,Malo,21.340007390354472,0,0
1679,8,1011,-2,Regular,11.426834731561154,1,1
549,26,3136,-2,Malo,17.934091574882153,0,1
1902,34,2178,0,Bueno,27.07608204984519,0,0
515,1,2826,-1,Bueno,17.696367839689675,1,1
1329,34,4184,-1,Bueno,25.962688270858433,1,1
1369,15,2216,-1,Malo,21.264436605770026,1,0
200,20,5869,-1,Bueno,8.058481961188445,0,0
499,30,4879,-1,Bueno,10.488811966861775,0,1
943,46,3417,-1,Bueno,10.694345985846486,0,0
244,16,4130,-2,Malo,19.902406805947876,1,1
1509,15,2783,1,Bueno,32.632429859991845,1,1
1811,55,6260,0,Bueno,9.064085363204539,0,1
1461,58,2892,2,Regular,16.858653808348812,1,0
2165,13,533,-2,Regular,13.923637079319832,0,0
-757,35,1612,-3,Malo,36.08919543202692,0,1
1011,45,3572,-2,Bueno,10.233774973138186,1,0
459,34,2055,-3,Malo,34.92493667621507,0,0
600,16,1118,-5,Malo,20.804034956717857,0,1
127,32,486,-1,Malo,28.404676806491583,1,1
-19,25,6982,-1,Bueno,12.621367962310185,0,1
1589,31,4567,2,Bueno,24.366044159142263,0,1
931,33,2136,0,Malo,19.937750589650292,0,1
85,22,4105,-3,Malo,8.357039436208623,0,1
2040,35,1693,0,Regular,16.935070392918732,1,0
582,43,7152,-1,Bueno,10.427736304122561,1,1
749,39,478,-2,Malo,19.73569895065853,0,0
1168,31,4835,2,Bueno,8.37855478510018,0,1
535,31,3174,-2,Bueno,5.979342800445237,1,0
286,18,1634,0,Malo,29.335589653084178,0,0
1915,24,2973,0,Bueno,28.250410675133047,1,0
676,59,4249,0,Bueno,22.01122539399188,0,0
1594,63,4128,-4,Malo,15.189929511266243,1,1
2499,32,4673,1,Bueno,19.256819251298907,0,1
2266,18,1722,1,Regular,20.989861918480877,1,1
100,24,3094,2,Bueno,27.807168907219143,0,1
933,26,3221,-2,Malo,22.23110774409774,1,1
1660,26,3045,-3,Bueno,17.36734824056278,1,1
-47,9,2717,-1,Bueno,17.0414266469361,0,1
638,25,4355,-3,Malo,27.129894989453383,0,0
550,-11,2927,-3,Bueno,16.621354791659318,1,0
616,40,4852,-1,Bueno,16.092614023375774,1,1
515,21,4571,0,Bueno,17.979707122810318,1,1
1137,30,6843,0,Bueno,7.648333410307125,1,1
1649,57,-153,-3,Regular,8.209005000740266,1,1
663,34,-218,-2,Malo,18.21716435334195,0,0
-1183,-12,1777,-2,Bueno,11.591028327553584,0,1
1169,26,2737,-3,Malo,21.130916044330775,0,0
939,43,4397,2,Bueno,14.392790743108476,1,1
704,14,381,-1,Malo,8.440071719785106,0,1
1768,38,1512,3,Regular,15.711581441371521,0,0
1637,11,3367,-3,Malo,26.08825067389868,0,0
424,34,3001,0,Bueno,32.686681506943664,1,0
1377,22,7535,0,Bueno,4.623093203739277,1,0
-101,42,4420,0,Bueno,6.576079401363575,0,0
-249,33,3274,-1,Bueno,14.5910958873949,0,1
-315,31,3487,-3,Malo,12.94209298596546,0,1
366,49,4817,1,Bueno,11.375513095584372,1,1
1327,17,1109,-2,Malo,8.02073705709869,1,0
1677,29,1876,-1,Malo,26.251994987469452,0,1
-81,24,4783,1,Bueno,26.274531972240815,0,1
1400,26,1042,0,Regular,20.186975364708793,1,0
686,32,4473,0,Bueno,20.529600754332797,1,0
2048,51,5909,0,Bueno,7.610014417560147,0,1
2229,23,4337,-1,Bueno,16.810725624254847,0,1
1087,28,5900,-1,Bueno,23.02092773187078,0,1
699,43,6299,1,Bueno,3.9999522458697303,1,1
1531,39,5579,-1,Bueno,24.997770217478188,1,1
754,34,4076,-1,Malo,16.708003072589573,0,0
1343,35,3168,0,Bueno,-12.243075106807346,1,0
1246,43,426,-1,Malo,22.449009845678653,1,1
937,19,1357,-2,Malo,15.25674892601571,0,0
757,24,3903,2,Bueno,16.23272304794444,0,0
239,21,2559,-2,Bueno,15.67643840075013,0,1
1452,42,6806,0,Bueno,4.1202984600343155,1,0
1491,19,5682,0,Bueno,21.61867391142869,0,1
339,24,1805,0,Malo,22.592053704763714,1,1
1035,48,3261,-2,Bueno,13.533977829621039,0,1
924,6,2946,1,Bueno,28.064331326853775,0,0
1174,23,6459,0,Bueno,10.306083137352232,0,0
1038,45,4303,-2,Bueno,14.866468939884943,0,1
843,19,3846,-2,Malo,24.49601277367472,1,0
-64,33,1736,-3,Bueno,16.993058130157365,1,1
2256,29,2830,-2,Regular,16.18026967476402,0,1
1211,48,871,0,Malo,29.494477718820036,0,0
2466,34,5146,0,Bueno,10.414329153641072,0,1
893,38,6932,0,Bueno,-0.43222799999144046,0,0
606,41,2786,-1,Bueno,15.230131038288237,1,1
1073,29,6280,0,Bueno,22.8857997128952,1,1
1111,13,277,-3,Malo,17.992758407231232,1,1
1121,14,4843,-5,Bueno,1.7694325754672189,0,0
267,21,3291,-1,Bueno,15.281218219552947,1,0
655,27,1491,-1,Malo,16.72380459495161,0,0
1369,25,7095,-2,Bueno,14.446419165649736,0,1
-87,24,5479,-2,Bueno,0.15689361796710521,1,1
1089,28,6157,-1,Bueno,27.46965510748464,0,1
1388,21,1703,-2,Malo,26.16389875523927,0,0
972,8,4801,0,Bueno,25.82487091995826,1,0
1022,43,5819,1,Bueno,8.987845722090459,1,1
1095,58,2755,0,Regular,16.489449281361914,1,0
1362,29,2428,1,Regular,10.282155513326943,1,0
576,29,5150,0,Bueno,18.219854413272202,1,1
1324,27,5160,-1,Bueno,27.22600656860915,1,1
2101,37,3654,0,Bueno,19.189942164056102,1,0
-92,27,3715,-2,Bueno,7.8507941969678425,0,0
1025,5,4564,0,Bueno,25.488716597121616,0,1
467,38,5590,-1,Bueno,8.278478321752566,1,0
85,35,4371,-2,Malo,20.44655720964603,1,1
429,38,2312,2,Bueno,2.0167917119325853,1,0
1932,52,5384,-4,Bueno,11.21808814543861,0,1
1090,25,6309,-3,Bueno,19.731424414360678,1,0
1062,30,5283,-2,Bueno,7.535965657795052,0,0
2666,62,2967,1,Regular,17.035036752421945,0,0
147,34,4292,-2,Bueno,11.34038004267546,1,0
1161,18,734,1,Regular,13.25915028906046,0,1
1776,18,870,0,Regular,23.513294619848587,1,1
2742,38,4827,-2,Bueno,16.997942065559453,0,0
1757,50,412,-1,Malo,14.745373072463003,0,1
1360,49,7350,0,Bueno,16.928432949671194,0,0
1834,18,785,-3,Malo,24.571530303574384,1,0
1674,35,3075,-3,Bueno,15.37442367628817,0,1
-71,35,4270,-1,Bueno,13.977667939626794,0,0
1661,43,4293,1,Regular,16.08001132508855,0,0
1599,34,315,3,Regular,14.806887891761406,0,0
-67,22,5356,2,Bueno,15.089436081597885,0,1
-385,22,3436,0,Bueno,20.952540038132042,0,1
-320,47,2096,-1,Malo,17.318662503918205,0,0
392,37,3511,0,Bueno,17.84597232500837,0,1
1422,36,4178,-1,Malo,22.841010663123754,0,1
1231,44,3601,-3,Malo,34.74932491355176,1,1
2276,50,4449,-1,Bueno,18.642229144923895,0,1
680,10,2642,0,Malo,21.83588037698843,0,0
971,41,4355,1,Bueno,13.470710632119268,0,0
1715,67,3806,-1,Bueno,20.519349996162582,1,0
276,8,2075,-3,Bueno,8.998553400429198,1,1
1125,27,3532,-1,Bueno,-8.780226376318753,1,0
788,65,2876,2,Regular,8.755926226303124,1,0
1308,14,1600,-8,Malo,14.01325677249783,0,1
357,54,4982,-2,Bueno,16.607552804855853,0,1
1365,8,741,-8,Malo,20.238771071988015,1,1
1908,39,3208,1,Regular,10.927225692063326,0,0
1518,17,5572,-1,Bueno,13.234984421530243,1,1
-862,-15,1477,-2,Bueno,10.312283421157225,0,0
1029,40,6300,0,Bueno,15.347146585810945,1,1
1249,28,1600,-1,Malo,26.076651053523864,1,1
220,9,-172,-3,Malo,13.624231655113167,0,0
401,45,2058,-1,Bueno,20.7969796539822,0,0
1556,49,3710,1,Bueno,1.371838417277461,0,0
1528,39,1167,0,Malo,17.99777631671111,1,0
283,28,4426,-3,Malo,13.714582442887362,0,0
366,21,6691,0,Bueno,6.46981694572603,1,1
2535,50,4819,0,Bueno,16.68031308885564,1,0
1233,31,542,-5,Malo,13.91593548902228,0,0
-109,45,6266,-2,Bueno,4.504944893553745,0,0
1483,19,5844,-1,Bueno,7.366341256575792,0,1
1880,43,6840,1,Bueno,8.965890483357915,0,1
457,50,3589,-1,Bueno,14.834593031076444,1,0
1026,33,4555,1,Bueno,4.62128706104644,1,1
1832,27,466,-4,Malo,19.490626191931796,0,1
900,17,744,-5,Malo,13.46395626619818,1,0
1985,24,4161,-2,Bueno,10.676373804916953,1,1
945,53,6911,0,Bueno,17.09261092564301,1,0
1117,42,2253,0,Regular,24.11115306065186,0,1
405,15,5284,0,Bueno,3.0283622862786013,1,0
932,37,5241,-1,Bueno,1.9009811070624592,1,0
995,18,1818,0,Malo,23.897133669049715,1,1
2257,35,6742,-3,Bueno,17.331512970137116,0,0
1194,31,5473,-1,Bueno,6.95932818028669,0,0
-384,-1,2357,-1,Bueno,14.231215584702474,0,1
2378,11,810,2,Regular,25.165467624607576,0,1
527,27,2739,1,Malo,25.075751462929496,0,1
1761,38,5071,-3,Bueno,27.797296936135062,1,1
1332,41,4234,1,Malo,24.899274735406472,0,0
2238,34,485,2,Regular,9.69774198376691,0,1
2528,15,8541,-4,Bueno,5.8312853568159255,1,1
1031,24,3499,-3,Malo,19.059800353511132,0,1
1095,54,4218,0,Bueno,17.45299664542233,1,1
1635,29,4069,0,Malo,24.473778849607804,1,0
1516,47,4199,-1,Bueno,11.153322367477214,1,0
969,54,6525,-1,Bueno,17.105618260493323,0,1
1680,35,5213,0,Bueno,24.294559477930797,0,1
1873,1,704,-3,Regular,12.47085320925405,1,0
1478,11,-818,0,Regular,15.035255610085489,0,1
695,54,5307,-1,Bueno,18.316525289830892,0,0
1338,24,1597,-2,Malo,17.071799493795954,0,1
968,38,5021,0,Bueno,21.263234435017285,0,1
1896,26,2963,0,Bueno,26.048240089223647,1,1
-23,23,1256,-5,Malo,16.808174747911615,1,1
780,39,6631,-1,Bueno,17.35897097651382,1,0
653,28,2790,-3,Malo,34.70356430351896,0,1
2966,11,1654,0,Regular,20.19851099491346,1,1
1519,33,6807,0,Bueno,16.468486747440956,1,0
1353,62,7233,0,Bueno,12.643189287170202,0,0
-188,19,1558,-3,Malo,33.896515188483306,0,1
2027,28,2547,-1,Bueno,13.521304322305085,1,1
1203,61,4510,-2,Bueno,9.733217451261071,1,1
1691,32,1469,2,Regular,16.31524109917519,0,1
712,16,2777,-3,Malo,17.609942471608175,1,0
2407,51,3692,2,Regular,13.288162910029548,0,1
1727,32,5659,-2,Bueno,16.145758681345434,1,1
744,47,5003,0,Bueno,6.318981572214155,0,0
216,32,2895,0,Bueno,32.60441062784445,0,1
232,27,6413,-1,Bueno,9.155878462398395,1,1
513,51,2037,-1,Bueno,10.03392430793734,1,1
840,28,5978,-3,Bueno,22.968853906722497,0,1
266,35,3315,0,Bueno,30.61178629695424,0,0
2616,10,925,-2,Malo,28.647221799267975,0,1
1680,36,3078,0,Bueno,10.413638016717817,0,1
923,45,2660,-1,Bueno,20.866662187409077,1,1
2813,44,3127,2,Regular,18.3045374395906,1,0
-137,26,4326,-3,Malo,18.82256246299795,0,0
1406,20,7278,0,Bueno,15.396617165652502,0,0
1083,15,6444,-2,Bueno,21.116476452422326,1,1
910,49,5114,-2,Bueno,12.154259687361664,1,0
542,43,4161,-4,Malo,24.262092395558373,1,1
1253,35,3455,0,Regular,16.16451202624816,1,1
1412,21,2170,-3,Malo,36.20143622786328,1,1
583,25,952,-2,Malo,21.235140405367698,1,1
1034,35,259,-2,Bueno,19.294877212897983,1,1
2296,17,1346,-2,Regular,11.814034916536711,1,1
1303,40,5622,2,Bueno,11.934461918434428,1,1
1064,53,5642,0,Bueno,19.496002149566113,1,1
312,33,2371,0,Bueno,13.604395761279418,1,0
1759,13,1793,-4,Bueno,7.91980962890618,0,1
1200,25,670,-4,Malo,21.546915312732263,0,0
1815,18,5872,-1,Bueno,15.533830813183137,0,1
452,57,5110,-1,Bueno,21.820207189649054,0,0
211,39,628,-1,Malo,31.21699195915184,1,1
46,49,2374,-2,Malo,22.645612029028694,1,1
1234,26,6913,1,Bueno,19.362236064754732,1,0
453,39,2900,-4,Bueno,9.979105716609538,0,1
723,25,6533,1,Bueno,11.635080561191183,1,0
1496,31,1536,-1,Regular,20.280000584352653,1,0
1910,34,6477,1,Bueno,20.653430609320147,0,1
-138,28,3800,-2,Bueno,5.846413948536116,0,1
2113,43,5442,-1,Bueno,16.808529615657797,0,0
929,37,6029,0,Bueno,12.659605059816322,1,1
237,39,2922,-1,Bueno,11.432795792002509,1,1
1422,37,4947,-1,Bueno,16.469096623906523,1,0
1645,51,6805,-1,Bueno,12.782606681395686,1,0
1154,29,5270,0,Bueno,0.5142651968859653,0,0
650,34,5514,0,Bueno,9.583795499539308,0,0
310,19,6499,-1,Bueno,11.0091734374869,1,0
825,39,4220,0,Bueno,16.570744735492028,1,0
846,13,3522,0,Malo,20.37498232226899,0,0
1871,23,2564,-2,Bueno,11.460277659845872,0,0
705,42,5973,0,Bueno,11.689184542021515,0,0
2011,31,5816,-1,Bueno,12.204786607921665,1,0
1626,36,2157,-3,Malo,18.06056040933474,0,0
904,28,3239,-3,Malo,18.21767744987921,0,1
2168,20,5388,-1,Bueno,19.783755317292943,1,0
146,6,2845,0,Bueno,11.964819547513475,1,0
768,44,7235,1,Bueno,5.028650334565137,1,1
1361,60,2743,-3,Bueno,9.302174941361397,0,1
2680,64,4748,-1,Bueno,17.07167866095114,1,1
1459,5,3640,-1,Malo,31.68084656822553,1,1
1998,11,5011,-3,Bueno,15.221311608437059,1,0
1132,21,4703,0,Bueno,22.650380104485663,1,1
-112,48,5916,1,Bueno,10.984860532281505,1,1
1862,42,4469,-2,Bueno,20.13283201803838,1,0
1282,35,3438,-4,Malo,37.02427679481508,0,1
1132,53,3296,1,Bueno,17.819415551316716,0,1
393,30,2638,-2,Malo,16.23124009875192,1,1
-187,38,173,-1,Malo,16.587153113123435,0,1
1974,44,75,-1,Regular,0.22193533443565894,0,0
1055,27,3184,-2,Malo,32.11503211921746,1,0
347,33,3158,-1,Bueno,15.505903136307206,1,1
2240,33,-371,1,Regular,8.572778235138163,0,1
1416,34,2103,2,Regular,15.447408995718128,0,0
488,41,1934,-2,Malo,24.75545797653216,1,0
1434,13,1532,1,Regular,15.92599474617106,1,0
754,35,6434,1,Bueno,2.004885483655457,1,1
1442,44,3828,0,Malo,22.47603623674885,1,0
1503,17,1797,-2,Malo,13.88502843016644,1,0
1254,19,2531,0,Bueno,35.10407643705186,0,1
2302,31,4153,1,Bueno,19.081617416279492,0,0
1585,29,5669,2,Bueno,9.403221426598378,1,0
1017,38,7660,0,Bueno,15.606048228860026,1,1
343,28,281,0,Malo,29.972277607968923,0,1
-57,39,2200,-3,Malo,33.093576280501765,1,0
762,44,3072,1,Bueno,4.856137675351708,1,0
1113,27,5290,0,Bueno,8.530213896970299,0,1
112,56,1316,-3,Bueno,13.840351999045513,1,0
896,39,8047,1,Bueno,-1.7561582291486557,0,0
673,26,1228,-2,Malo,39.07864522621734,0,0
330,34,4382,-3,Malo,15.62884506485051,1,0
1284,31,4185,-1,Regular,18.520863909332164,1,0
1500,46,6104,0,Bueno,8.022718213447394,0,1
684,34,4537,-3,Malo,15.176777281124348,1,0
853,37,5757,1,Bueno,23.699039290783144,0,1
382,26,4054,-3,Malo,22.452807458965832,1,0
1438,42,4543,1,Bueno,14.039403801188033,0,0
759,40,3314,-2,Bueno,19.364897965629304,0,0
816,52,3555,0,Bueno,18.39072757207261,1,0
561,48,3609,-1,Bueno,-6.662895279865145,1,1
2410,53,4175,1,Regular,10.66093662675808,1,0
695,16,3060,-2,Malo,23.64890215651121,1,0
1707,48,2181,0,Regular,11.871435722792377,0,0
1676,28,1495,-2,Malo,21.36265900249016,0,1
1591,41,5797,0,Bueno,16.014790953404948,1,1
949,32,2238,-1,Regular,29.075857242102536,1,0
719,6,3848,-6,Bueno,-0.4491312842463273,1,0
2838,51,6094,-3,Bueno,15.37581057981121,1,0
-574,16,2981,-4,Malo,40.10847511469277,0,1
455,18,3261,-2,Malo,35.71057019341435,1,1
412,20,5337,2,Bueno,15.01227526812248,0,0
1358,46,4816,-1,Bueno,15.150916598654193,0,0
658,29,1853,1,Malo,20.710616993100892,1,1
257,27,2364,-3,Malo,20.46837964255662,1,1
625,62,4580,0,Bueno,15.32304466518535,0,1
60,26,3406,-1,Bueno,19.0189027179592,0,0
1462,80,4136,-4,Malo,8.937972712091296,0,0
874,18,3150,0,Malo,24.616559547527714,0,1
1327,44,4898,2,Bueno,9.60395628244027,0,0
882,26,4410,-1,Bueno,9.20068889983122,0,0
189,0,827,-1,Bueno,15.690273764264319,1,0
1359,19,4886,-4,Bueno,10.54094487835281,0,0
183,43,8001,-1,Bueno,10.32962738342075,0,0
584,48,3989,-1,Bueno,14.600394385501094,0,0
2583,15,1638,2,Regular,29.789954624640743,1,0
1943,23,1196,1,Regular,14.028318147770182,0,0
308,21,2035,-5,Malo,14.600650356599544,0,1
2382,20,4068,0,Bueno,8.510302176686434,0,1
712,48,5707,1,Bueno,11.338928848484429,1,1
1451,40,522,-1,Malo,19.746627412846845,1,1
1522,34,2750,0,Bueno,20.83643294977604,0,0
871,25,2281,0,Bueno,36.35143351649618,0,1
166,34,-10,-2,Malo,22.63897970829036,0,0
-76,41,4803,-1,Bueno,8.883593623639927,0,0
922,16,5465,-1,Bueno,9.177610369640531,0,0
1064,33,5932,-1,Bueno,18.63161002597176,0,1
1018,37,3743,-1,Bueno,19.670675266008065,1,1
1747,45,2269,-4,Malo,18.65057816056475,1,0
1526,44,6100,1,Bueno,15.297646514181011,0,1
-760,16,2956,-2,Bueno,23.66714193415815,1,1
-296,42,551,-1,Malo,19.163965707643886,0,0
998,9,1196,-2,Malo,11.45451941176278,1,0
757,15,4625,1,Bueno,6.29931865794915,0,0
875,40,3167,0,Bueno,12.061619703664302,0,0
911,33,2484,-1,Malo,17.832285435354454,0,1
2407,48,4740,-2,Bueno,25.290648953061087,1,1
1665,37,5132,0,Bueno,10.524276839097123,0,1
-125,36,3609,-3,Malo,29.620940419858897,1,1
1461,37,7129,0,Bueno,9.764958107974254,1,0
1304,32,5001,-2,Bueno,16.343767081911704,1,0
727,44,4311,-5,Malo,23.622436655128208,1,1
544,21,6035,0,Bueno,16.413886537905697,1,1
1285,37,6390,0,Bueno,12.770332140955812,1,1
2314,37,4173,0,Bueno,26.31212845881569,0,0
799,40,4431,2,Bueno,20.710937214760847,0,1
1001,30,1690,-1,Regular,19.53515492541642,0,1
594,30,3928,-2,Bueno,16.64422246050882,1,1
1404,38,2552,-1,Bueno,29.72749596990813,0,1
233,43,3408,1,Bueno,5.5477779660839195,1,0
866,14,5637,1,Bueno,38.22923428231119,0,1
1429,36,7608,1,Bueno,9.333415474896226,0,0
377,26,4203,-2,Bueno,13.688074672718948,1,0
1976,32,5210,1,Bueno,18.737661549971182,0,0
1809,40,5393,-3,Bueno,23.87416166223806,1,1
488,32,2857,-4,Bueno,16.84871986034682,1,0
1362,13,3242,-2,Bueno,5.142961034778702,1,1
95,36,3937,-1,Bueno,12.301540750642378,1,1
1975,38,5763,2,Bueno,9.356632804089637,0,0
1048,28,3040,1,Bueno,11.221023782559492,0,1
1706,29,5471,0,Bueno,10.866147922207057,1,1
1347,30,4461,2,Bueno,11.164948333107441,1,0
576,16,1504,-2,Malo,15.94651335729289,1,0
1712,42,2134,-2,Bueno,15.057194974651024,0,1
-352,61,4980,0,Bueno,12.728422904236337,0,0
463,29,6639,-2,Bueno,17.45735860119634,0,0
1697,20,2409,0,Bueno,13.04391015086309,0,1
1435,33,3232,0,Malo,21.302940275499196,0,0
1751,27,2116,0,Bueno,13.793412777822226,1,1
1155,23,3202,-2,Bueno,23.22227298446422,0,0
-26,24,2387,-1,Malo,19.907632468291016,1,0
825,38,3524,-4,Bueno,16.778564709055892,1,0
500,27,2223,-1,Malo,28.564979988227165,0,1
2099,10,1090,1,Regular,10.673942721899174,0,0
1474,28,6807,1,Bueno,7.418922378879726,1,1
1296,30,880,0,Bueno,26.442503356406917,0,1
2302,21,6066,-2,Bueno,17.199214205697636,0,0
592,30,2203,-3,Malo,29.271504310185925,0,0
600,10,4161,-1,Bueno,20.93996402062057,1,0
186,13,3044,-3,Malo,28.57673400779317,1,1
554,29,1568,-1,Regular,29.611411126351513,1,0
703,22,1817,-1,Malo,14.067067027891577,1,1
1129,27,3325,-3,Bueno,3.4733555995264096,0,0
1423,31,3899,-2,Bueno,4.705706673977586,1,0
1081,31,3085,0,Bueno,16.63476122865931,1,0
1414,47,22,3,Regular,8.468033768170468,1,0
1539,36,-751,-3,Malo,19.439126729925988,0,0
292,15,4297,-2,Bueno,28.441947461878517,1,0
795,27,2669,-5,Malo,22.180707902822384,0,0
1244,22,2742,1,Bueno,9.945685420199975,0,1
1426,32,3039,0,Bueno,6.953178136403436,0,1
1298,46,5442,1,Bueno,-1.952601213229637,1,1
38,28,2451,1,Malo,18.432727570669226,0,1
351,21,3108,-1,Malo,26.47423324701225,0,1
1148,60,3009,-2,Bueno,12.58955323868064,1,1
-261,16,4944,-3,Bueno,4.702061014725608,1,0
2494,18,393,-1,Regular,16.656711241381476,1,0
1456,44,3425,0,Bueno,23.181751865374693,0,0
-272,9,5238,1,Bueno,13.241050219479135,0,0
1675,34,3829,-1,Bueno,24.248800314161613,0,1
1416,31,3976,-3,Bueno,15.99689690125809,1,0
1264,23,974,-1,Malo,32.664600663171754,1,0
1782,31,2531,2,Regular,20.94134675936057,0,0
996,25,615,-1,Malo,22.640474885047077,1,0
1215,64,6546,0,Bueno,2.8314418481378465,0,0
122,42,5805,-1,Bueno,11.304118542307297,1,1
1817,56,4052,-4,Malo,21.891939118115346,0,0
1012,17,3249,-1,Malo,13.184756672038734,0,0
668,18,3825,-2,Bueno,11.056393223270572,1,1
934,49,3195,1,Bueno,9.348272871494464,0,0
1051,16,2959,-2,Bueno,27.1529811325626,0,0
268,23,3487,-1,Bueno,16.820402001355404,1,1
925,36,2149,0,Malo,18.547004843899952,0,0
2087,31,2650,0,Regular,22.710496133936815,1,0
1269,44,2040,-4,Malo,22.999700058269408,1,1
1309,44,676,-2,Malo,19.793090808007914,1,1
1252,36,5576,-2,Bueno,20.033524990642995,1,1
1080,13,4347,-3,Malo,28.87862971309771,1,1
1214,34,4790,-4,Bueno,14.843340183873618,0,0
759,33,3007,-1,Bueno,17.304102049738574,1,0
827,17,4163,-3,Malo,32.47755694455083,0,0
613,18,2764,-2,Bueno,5.4856482855152615,0,1
-160,38,309,-3,Bueno,18.925897251481757,1,1
821,20,3845,0,Malo,21.967040885950194,0,1
1667,31,4025,0,Malo,21.581697135910023,1,1
1033,47,4447,1,Bueno,9.810617956423666,1,0
1062,34,3306,-1,Bueno,16.667086667571482,0,0
470,31,3354,-3,Malo,28.010557140504527,1,0
3211,28,-755,3,Regular,21.21675279954368,1,1
782,16,5047,-3,Malo,12.188315330303304,1,1
-326,16,4843,-2,Bueno,9.202554822437655,1,0
1595,30,4278,0,Malo,22.20413189139532,1,0
940,23,4075,-3,Bueno,3.9479926238186396,1,1
814,29,1642,-3,Malo,16.3826237103573,0,1
1564,21,3368,0,Bueno,4.727015427180559,1,0
1204,26,622,-2,Malo,29.24972810601706,0,0
1021,30,6819,-1,Bueno,13.404174556393029,1,0
1269,29,2497,-5,Malo,22.428963119025898,1,0
2144,32,-63,-1,Regular,13.743797255586804,0,0
19,55,5519,-1,Bueno,16.182903382796216,1,1
1149,51,3623,-1,Bueno,13.915346792672715,0,0
1395,39,6080,1,Bueno,12.075808408798753,0,0
144,33,5994,1,Bueno,5.282308211780675,0,0
948,32,1310,0,Malo,21.284837683151668,1,0
878,55,4059,1,Bueno,10.775830923772663,0,1
790,40,2557,0,Bueno,-10.42941930852798,1,0
361,16,1928,-3,Malo,19.342254355245217,1,0
1608,62,3659,-4,Malo,10.599021657641874,0,1
1304,26,4296,-2,Malo,22.391179748709842,1,0
873,34,6347,0,Bueno,11.908731006420739,0,1
371,14,2569,0,Bueno,16.65362715082408,1,0
